title.x;issn.x;issn2.x;is_ajol;is_crossref;is_dimensions;is_scopus;is_wos;is_ulrich;language1;language2;language3;language
egyptian journal of haematology;1110-1067;2090-9268;0;1;1;0;1;0;NA;English;NA;English
nigerian journal of biotechnology;0189-1731;NA;1;1;1;0;0;0;English;NA;NA;English
journal of tropical medicine;1687-9694;1687-9686;0;1;1;1;0;0;NA;NA;English;English
egyptian journal of soil science;0302-6701;2357-0369;0;1;1;0;1;0;NA;Multi-Language;NA;Multi-Language
egyptian journal of veterinary science;NA;NA;0;0;0;0;1;1;English;English;NA;English
egyptian pediatric association gazette;1110-6638;2090-9942;0;1;1;0;1;0;NA;English;NA;English
english academy reviewsouthern african journal of english studies;1013-1752;1753-5360;0;1;1;0;1;0;NA;English;NA;English
nigerian journal of botany;NA;NA;1;0;0;0;0;0;NA;NA;English;English
nigerian journal of chemical research;1119-0221;NA;1;1;1;0;0;0;NA;NA;NA;NA
english studies in africa;0013-8398;1943-8117;0;1;1;0;1;0;NA;English;NA;English
la tunisie medicale;0041-4131;NA;0;0;1;1;0;1;French;NA;NA;French
euromediterranean journal for environmental integration;2365-6433;2365-7448;0;1;1;0;1;0;NA;English;NA;English
french studies in southern africa;0259-0247;0259-0247;0;0;0;0;1;0;NA;Multi-Language;NA;Multi-Language
future business journal;2314-7202;2314-7210;0;1;1;0;1;0;NA;English;NA;English
future journal of pharmaceutical sciences;2314-7245;2314-7253;0;1;1;0;1;0;NA;English;NA;English
ghana social science journal;0855-4730;0855-4730;0;0;1;0;1;0;English;English;NA;English
ewash ti;2509-1069;NA;0;0;0;0;0;1;French;NA;NA;French
ewash ti;2509-1069;NA;0;0;0;0;0;1;NA;NA;NA;NA
ewash ti;2509-1069;NA;0;0;0;0;0;1;English;NA;NA;English
journal of elryssala for media studies;2543-3938;2602-7763;0;0;0;0;0;1;NA;NA;NA;NA
pamj clinical medicine;2707-2797;NA;0;1;1;0;0;1;English;NA;NA;English
revue economie gestion et societe;2458-6250;NA;0;0;0;0;0;1;French;NA;NA;French
revue des etudes mutidisciplinaires en sciences economiques et sociales;2489-2068;NA;0;0;0;0;0;1;French;NA;NA;French
revue des etudes mutidisciplinaires en sciences economiques et sociales;2489-2068;NA;0;0;0;0;0;1;NA;NA;NA;NA
revue des etudes mutidisciplinaires en sciences economiques et sociales;2489-2068;NA;0;0;0;0;0;1;Arabic;NA;NA;Arabic
revue des etudes mutidisciplinaires en sciences economiques et sociales;2489-2068;NA;0;0;0;0;0;1;English;NA;NA;English
ibom medical journal;1597-7188;NA;0;0;0;0;0;1;English;NA;NA;English
agenda abingdon;NA;NA;0;0;0;0;0;1;English;NA;NA;English
arab journal of biotechnology;NA;1687-9899;0;0;0;0;0;1;Arabic;NA;NA;Arabic
bmj nigerian edition;1118-4485;NA;0;0;0;0;0;1;English;NA;NA;English
bmj west african edition;1119-2984;NA;0;0;0;0;0;1;English;NA;NA;English
journal africain de genetique;NA;NA;0;0;0;0;0;1;French;NA;NA;French
larhyss journal;1112-3680;NA;0;0;0;1;0;1;French;NA;NA;French
larhyss journal;1112-3680;NA;0;0;0;1;0;1;NA;NA;NA;NA
larhyss journal;1112-3680;NA;0;0;0;1;0;1;English;NA;NA;English
literator;0258-2279;2219-8237;0;1;1;1;1;1;French;Multi-Language;NA;Multi-Language
literator;0258-2279;2219-8237;0;1;1;1;1;1;NA;Multi-Language;NA;Multi-Language
literator;0258-2279;2219-8237;0;1;1;1;1;1;German;Multi-Language;NA;Multi-Language
literator;0258-2279;2219-8237;0;1;1;1;1;1;Dutch;Multi-Language;NA;Multi-Language
literator;0258-2279;2219-8237;0;1;1;1;1;1;Afrikaans;Multi-Language;NA;Multi-Language
literator;0258-2279;2219-8237;0;1;1;1;1;1;English;Multi-Language;NA;Multi-Language
journal of theology for southern africa;NA;NA;0;0;1;0;0;1;English;NA;NA;English
identity culture and politics;0851-2914;NA;0;0;0;0;0;1;French;NA;NA;French
identity culture and politics;0851-2914;NA;0;0;0;0;0;1;NA;NA;NA;NA
identity culture and politics;0851-2914;NA;0;0;0;0;0;1;English;NA;NA;English
sa banker;NA;NA;0;0;0;0;0;1;English;NA;NA;English
nigerian journal of christian studies;2805-3710;2636-6126;1;0;0;0;0;0;NA;NA;NA;NA
nigerian journal of clinical medicine;2141-1123;2141-1131;1;1;1;0;0;0;NA;NA;English;English
malaria research and treatment;2044-4362;2090-8075;0;1;1;1;0;0;NA;NA;NA;NA
nigerian journal of clinical practice;1596-2598;2229-7731;1;1;1;1;1;0;NA;English;NA;English
nigerian journal of dental research;2636-4956;2714-4089;1;1;1;0;0;0;NA;NA;English;English
nigerian journal of economic history;NA;NA;1;0;0;0;0;0;NA;NA;English;English
hesperistamuda;0018-1005;0018-1005;0;0;0;0;1;0;NA;Multi-Language;NA;Multi-Language
historia;NA;2309-8392;0;1;1;0;0;1;NA;NA;NA;NA
in die skriflig;1018-6441;2305-0853;0;1;1;0;1;1;Dutch;Multi-Language;NA;Multi-Language
in die skriflig;1018-6441;2305-0853;0;1;1;0;1;1;NA;Multi-Language;NA;Multi-Language
in die skriflig;1018-6441;2305-0853;0;1;1;0;1;1;Afrikaans;Multi-Language;NA;Multi-Language
in die skriflig;1018-6441;2305-0853;0;1;1;0;1;1;English;Multi-Language;NA;Multi-Language
international journal of african renaissance studies;1818-6874;1753-7274;0;1;0;0;1;0;NA;English;NA;English
international journal of photoenergy;1110-662X;1687-529X;0;1;1;0;1;0;NA;English;NA;English
imhotep;1608-9324;NA;0;0;0;0;0;1;French;NA;NA;French
imhotep;1608-9324;NA;0;0;0;0;0;1;NA;NA;NA;NA
imhotep;1608-9324;NA;0;0;0;0;0;1;English;NA;NA;English
international journal of physical sciences;1992-1950;NA;0;0;0;0;1;0;English;English;NA;English
international journal of the physical sciences;1992-1950;NA;0;1;1;0;1;0;English;English;NA;English
international journal of veterinary science and medicine;2314-4580;2314-4599;0;1;1;0;1;0;NA;English;NA;English
assiut university journal of mathematics and computer science;1687-4897;NA;0;0;0;0;0;1;English;NA;NA;English
journal of cultural studies;1595-0956;NA;0;1;1;0;0;1;English;NA;NA;English
nigerian journal of family practice;2141-9884;NA;1;0;0;0;0;0;NA;NA;NA;NA
international sportmed journal;1528-3356;NA;0;0;0;0;1;0;NA;English;NA;English
historical kan periodical;2090-0449;NA;0;1;1;0;0;1;Arabic;NA;NA;Arabic
historical kan periodical;2090-0449;NA;0;1;1;0;0;1;NA;NA;NA;NA
historical kan periodical;2090-0449;NA;0;1;1;0;0;1;English;NA;NA;English
egyptian ophthalmological society journal;2090-0686;2314-6648;0;1;1;0;0;1;English;NA;NA;English
egyptian academic journal of biological sciences b zoology;2090-0759;2090-0821;0;1;1;0;0;1;English;NA;NA;English
egyptian academic journal of biological sciences c physiology and molecular biology;2090-0767;2090-083X;0;1;1;0;0;1;English;NA;NA;English
egyptian academic journal of biological sciences d histology and histochemistry;2090-0775;2090-0848;0;1;1;0;0;1;English;NA;NA;English
egyptian academic journal of biological sciences e medical entomology and parasitology;2090-0783;2090-0856;0;1;1;0;0;1;English;NA;NA;English
egyptian academic journal of biological sciences f toxicology and pest control;2090-0791;2090-0864;0;0;1;0;0;1;English;NA;NA;English
egyptian academic journal of biological sciences g microbiology;2090-0872;2090-0880;0;1;1;0;0;1;English;NA;NA;English
international journal of engineering science and technology;2141-2820;NA;0;1;1;0;0;1;English;NA;NA;English
nigerian journal of gastroenterology and hepatology;2251-0079;NA;1;1;1;0;0;0;NA;NA;English;English
african nebula;NA;1837-7963;0;0;0;0;0;1;English;NA;NA;English
oye ogun journal of arts;0795-9478;NA;0;0;1;0;0;1;NA;NA;NA;NA
nigerian journal of guidance and counselling;0794-0831;NA;1;1;1;0;0;0;NA;NA;English;English
journal of advanced studies in topology;2090-8288;2090-388X;0;1;1;0;0;1;English;NA;NA;English
investment analysts journal;1029-3523;2077-0227;0;1;1;0;1;0;NA;English;NA;English
r d journal online;2309-8988;NA;0;0;1;0;0;1;English;NA;NA;English
middle east fertility society journal;NA;1110-5690;0;1;1;1;1;0;NA;English;NA;English
wound healing;1998-8885;2076-8893;0;0;0;0;0;1;English;NA;NA;English
professional nursing today;1607-6672;2220-1076;0;0;0;0;0;1;English;NA;NA;English
journal for new generation sciences;1684-4998;1684-4998;0;1;0;0;1;0;English;English;NA;English
ethiopian e journal for research and innovation foresight;2042-6356;NA;0;0;0;0;0;1;English;NA;NA;English
icgst international journal on graphics vision and image processing;1687-398X;1687-3998;0;0;0;0;0;1;English;NA;NA;English
journal for semitics;1013-8471;1013-8471;0;1;1;0;1;0;Multiple languages;Multi-Language;NA;Multi-Language
sa orthopaedic journal;1681-150X;2309-8309;0;1;1;0;0;1;English;NA;NA;English
journal of modern methods in numerical mathematics;2090-8296;2090-4770;0;1;1;0;0;1;English;NA;NA;English
international journal of business and public management;2218-6603;2223-6244;0;0;0;0;0;1;English;NA;NA;English
journal for the study of religion;1011-7601;2413-3027;0;1;1;0;1;1;English;English;NA;English
journal of communications and computer engineering;2090-830X;2090-6234;0;1;1;0;0;1;English;NA;NA;English
libyan journal of agriculture;1010-3740;NA;0;0;0;0;0;1;English;NA;NA;English
nairobi law monthly;NA;NA;0;0;0;0;0;1;English;NA;NA;English
missionalia southern african journal of missiology;0256-9507;2312-878X;0;1;1;1;0;1;English;NA;NA;English
mobile information systems;1574-017X;1875-905X;0;1;1;1;0;0;NA;NA;NA;NA
veterinary medical journal giza;1110-1423;2537-1045;0;1;1;0;0;1;English;NA;NA;English
discovery and innovation;1015-079X;NA;0;1;1;0;0;1;English;NA;NA;English
nigerian journal of medicine;1115-2613;1597-7927;1;1;1;0;0;0;NA;NA;English;English
nidan;1016-5320;2414-8636;0;0;0;0;0;1;English;NA;NA;English
nigerian journal of natural products and medicine;1118-6267;NA;1;1;1;0;0;0;French;NA;English;Multi-Language
nigerian journal of natural products and medicine;1118-6267;NA;1;1;1;0;0;0;French;NA;NA;French
nigerian journal of natural products and medicine;1118-6267;NA;1;1;1;0;0;0;French;NA;French;French
nigerian journal of natural products and medicine;1118-6267;NA;1;1;1;0;0;0;NA;NA;English;English
nigerian journal of natural products and medicine;1118-6267;NA;1;1;1;0;0;0;NA;NA;NA;NA
nigerian journal of natural products and medicine;1118-6267;NA;1;1;1;0;0;0;NA;NA;French;French
nigerian journal of natural products and medicine;1118-6267;NA;1;1;1;0;0;0;English;NA;English;English
nigerian journal of natural products and medicine;1118-6267;NA;1;1;1;0;0;0;English;NA;NA;English
nigerian journal of natural products and medicine;1118-6267;NA;1;1;1;0;0;0;English;NA;French;Multi-Language
nigerian journal of nutritional sciences;2805-4008;0189-0913;1;1;1;1;0;0;NA;NA;English;English
journal of mauritian studies;1013-0152;NA;0;0;0;0;0;1;French;NA;NA;French
journal of mauritian studies;1013-0152;NA;0;0;0;0;0;1;NA;NA;NA;NA
journal of mauritian studies;1013-0152;NA;0;0;0;0;0;1;English;NA;NA;English
nigerian journal of ophthalmology;2468-8363;NA;1;1;1;0;0;0;NA;NA;English;English
south african journal of criminal justice;1011-8527;1996-2118;0;1;1;0;0;1;English;NA;NA;English
acta criminologica;1012-8093;NA;0;1;1;0;0;1;English;NA;NA;English
tydskrif vir islamkunde;0257-7062;NA;0;0;0;0;0;1;Afrikaans;NA;NA;Afrikaans
tydskrif vir islamkunde;0257-7062;NA;0;0;0;0;0;1;NA;NA;NA;NA
tydskrif vir islamkunde;0257-7062;NA;0;0;0;0;0;1;English;NA;NA;English
nigerian journal of paediatrics;0302-4660;NA;1;1;1;0;0;0;NA;NA;English;English
nigerian journal of parasitology;1117-4145;NA;1;1;1;1;0;0;English;NA;NA;English
bestuursdinamika;1019-567X;NA;0;0;0;0;0;1;Afrikaans;NA;NA;Afrikaans
bestuursdinamika;1019-567X;NA;0;0;0;0;0;1;NA;NA;NA;NA
bestuursdinamika;1019-567X;NA;0;0;0;0;0;1;English;NA;NA;English
mansoura journal of pharmaceutical sciences;NA;NA;0;0;0;0;0;1;Arabic;NA;NA;Arabic
mansoura journal of pharmaceutical sciences;NA;NA;0;0;0;0;0;1;English;NA;NA;English
psychology bulletin;NA;NA;0;0;0;0;0;1;English;NA;NA;English
focus;NA;NA;0;1;1;0;0;1;English;NA;NA;English
psychoanalytic psychotherapy in south africa;1023-0548;NA;0;0;0;0;0;1;English;NA;NA;English
nigerian journal of pharmaceutical research;2635-3555;0189-8434;1;1;1;0;0;0;NA;NA;English;English
nigerian journal of physiological sciences;0794-859X;NA;1;1;1;1;0;0;English;NA;English;English
nigerian journal of psychiatry;0189-1774;NA;1;1;1;0;0;0;NA;NA;NA;NA
alexandria science exchange;1110-0176;2536-9784;0;1;1;0;0;1;English;NA;NA;English
journal of contemporary african studies;0258-9001;1469-9397;0;1;1;0;1;0;NA;English;NA;English
southern african journal of mathematics and science education;1022-4572;NA;0;0;0;0;0;1;English;NA;NA;English
mosenodi;1021-559X;NA;0;0;0;0;0;1;English;NA;NA;English
nigerian journal of social psychology;2682-6151;2682-6143;1;0;0;0;0;0;NA;NA;English;English
alternation;1023-1757;2519-5476;0;0;1;0;0;1;English;NA;NA;English
journal of early christian history;2222-582X;2471-4054;0;1;1;0;1;0;NA;English;NA;English
global journal of medical research;2467-8783;NA;0;1;1;0;0;1;English;NA;NA;English
international journal of agricultural and veterinary sciences;2467-8708;NA;0;1;1;0;0;1;English;NA;NA;English
nigerian journal of surgery;1117-6806;NA;1;1;1;0;0;0;NA;NA;English;English
arumaruka;2788-7928;NA;0;0;0;0;0;1;English;NA;NA;English
enp engineering science journal;2716-912X;2773-4293;0;1;1;0;0;1;English;NA;NA;English
journal of bioscience and applied research;2356-9182;2356-9174;0;1;1;0;0;1;English;NA;NA;English
the bioscientist;2630-7111;2630-7103;0;0;0;0;0;1;English;NA;NA;English
nigerian journal of technological development;2437-2110;NA;1;1;1;1;0;0;NA;NA;English;English
revue des energies renouvelables;1112-2242;2716-8247;0;0;0;0;0;1;French;NA;NA;French
revue des energies renouvelables;1112-2242;2716-8247;0;0;0;0;0;1;NA;NA;NA;NA
revue des energies renouvelables;1112-2242;2716-8247;0;0;0;0;0;1;English;NA;NA;English
nigerian journal of technological research;0795-5111;NA;1;1;1;0;0;1;English;NA;NA;English
mouvements et enjeux sociaux;2790-3095;2790-3109;0;0;0;0;0;1;French;NA;NA;French
mouvements et enjeux sociaux;2790-3095;2790-3109;0;0;0;0;0;1;NA;NA;NA;NA
mouvements et enjeux sociaux;2790-3095;2790-3109;0;0;0;0;0;1;English;NA;NA;English
algerian journal of health sciences;2710-8082;2716-9464;0;0;0;0;0;1;French;NA;NA;French
algerian journal of health sciences;2710-8082;2716-9464;0;0;0;0;0;1;NA;NA;NA;NA
algerian journal of health sciences;2710-8082;2716-9464;0;0;0;0;0;1;Arabic;NA;NA;Arabic
algerian journal of health sciences;2710-8082;2716-9464;0;0;0;0;0;1;English;NA;NA;English
benisuef university international journal of humanities and social sciences;2314-8810;2314-8802;0;0;0;0;0;1;English;NA;NA;English
magallat ulum zawi alihtiyagat alhasah;2636-3623;2735-3818;0;1;1;0;0;1;Arabic;NA;NA;Arabic
cahiers africains des droits de lhomme et de la democratie ainsi que du developpement durable;2791-1063;2791-1071;0;0;0;0;0;1;French;NA;NA;French
cahiers africains des droits de lhomme et de la democratie ainsi que du developpement durable;2791-1063;2791-1071;0;0;0;0;0;1;NA;NA;NA;NA
cahiers africains des droits de lhomme et de la democratie ainsi que du developpement durable;2791-1063;2791-1071;0;0;0;0;0;1;English;NA;NA;English
the international journal of informatics media and communication technology;2682-2105;2682-2881;0;1;1;0;0;1;Arabic;NA;NA;Arabic
the international journal of informatics media and communication technology;2682-2105;2682-2881;0;1;1;0;0;1;NA;NA;NA;NA
the international journal of informatics media and communication technology;2682-2105;2682-2881;0;1;1;0;0;1;English;NA;NA;English
magallat banisuwaif liulum altarbiyyat albadaniyyat wa alriyyadiyyat;2536-9881;2536-989X;0;1;1;0;0;1;Arabic;NA;NA;Arabic
magallat banisuwaif liulum altarbiyyat albadaniyyat wa alriyyadiyyat;2536-9881;2536-989X;0;1;1;0;0;1;NA;NA;NA;NA
magallat banisuwaif liulum altarbiyyat albadaniyyat wa alriyyadiyyat;2536-9881;2536-989X;0;1;1;0;0;1;English;NA;NA;English
faculte de medecine doran journal;2602-6511;2571-9874;0;0;0;0;0;1;French;NA;NA;French
faculte de medecine doran journal;2602-6511;2571-9874;0;0;0;0;0;1;NA;NA;NA;NA
faculte de medecine doran journal;2602-6511;2571-9874;0;0;0;0;0;1;English;NA;NA;English
almukhtar journal of sciences;2617-2186;2617-2178;0;0;0;0;0;1;Arabic;NA;NA;Arabic
almukhtar journal of sciences;2617-2186;2617-2178;0;0;0;0;0;1;NA;NA;NA;NA
almukhtar journal of sciences;2617-2186;2617-2178;0;0;0;0;0;1;English;NA;NA;English
journal of distance learning and open learning;2314-8837;2314-8829;0;1;1;0;0;1;Arabic;NA;NA;Arabic
journal of distance learning and open learning;2314-8837;2314-8829;0;1;1;0;0;1;NA;NA;NA;NA
journal of distance learning and open learning;2314-8837;2314-8829;0;1;1;0;0;1;English;NA;NA;English
gusau journal of accounting and finance;2756-6897;NA;0;0;0;0;0;1;English;NA;NA;English
journal of urban research;2090-0694;2682-4515;0;1;1;0;0;1;Arabic;NA;NA;Arabic
journal of urban research;2090-0694;2682-4515;0;1;1;0;0;1;NA;NA;NA;NA
journal of urban research;2090-0694;2682-4515;0;1;1;0;0;1;English;NA;NA;English
international journal for tourism archaeology and hospitality;2812-6033;2812-6041;0;0;0;0;0;1;English;NA;NA;English
journal of innovative applied mathematics and computational sciences;2773-4196;NA;0;0;0;0;0;1;English;NA;NA;English
highlights in bioscience;2682-4043;NA;0;1;1;0;0;1;English;NA;NA;English
aswan university journal of environmental studies;2735-4237;2735-4229;0;1;1;0;0;1;English;NA;NA;English
insights into language culture and communication;2812-491X;2812-4901;0;0;0;0;0;1;NA;NA;NA;NA
magallat almayadine aliktissadia;2716-7615;2716-8565;0;0;0;0;0;1;NA;NA;NA;NA
african human rights yearbook;2663-323X;2523-1367;0;0;0;0;0;1;French;NA;NA;French
african human rights yearbook;2663-323X;2523-1367;0;0;0;0;0;1;English;NA;NA;English
advances in medical pharmaceutical and dental research;2812-4898;NA;0;0;0;0;0;1;NA;NA;NA;NA
international egyptian journal of nursing sciences and research;2682-4574;NA;0;1;1;0;0;1;NA;NA;NA;NA
international journal of advanced studies in world archaeology;2785-9606;2785-9592;0;0;1;0;0;1;NA;NA;NA;NA
zambian papers;1028-2351;NA;0;0;0;0;0;1;English;NA;NA;English
cabo;NA;0379-4830;0;0;0;0;0;1;English;NA;NA;English
de rebus;NA;0250-0329;0;0;0;0;0;1;Afrikaans;NA;NA;Afrikaans
de rebus;NA;0250-0329;0;0;0;0;0;1;English;NA;NA;English
nigerian journal of technology;2467-8821;0331-8443;1;1;1;0;0;1;English;NA;NA;English
neotestamentica;0254-8356;NA;0;1;1;1;1;1;English;English;NA;English
nigerian libraries;0029-0122;NA;1;1;1;0;0;0;NA;NA;NA;NA
indago;NA;NA;0;1;1;0;0;1;NA;NA;NA;NA
nigerian medical practitioner;0189-0964;NA;1;1;1;0;0;0;English;NA;NA;English
gadaa journal;2616-3977;2616-3985;0;0;0;0;0;1;English;NA;NA;English
nigerian school library journal;0331-8214;NA;1;0;0;0;0;0;NA;NA;English;English
business education journal;2546-2180;NA;0;0;0;0;0;1;English;NA;NA;English
east african journal of applied health monitoring and evaluation;2591-6769;NA;0;0;1;0;0;1;English;NA;NA;English
tanzania journal of science and technology;2591-6742;NA;0;0;0;0;0;1;English;NA;NA;English
journal of ophthalmology and related sciences;2090-9047;2536-9466;0;1;1;0;0;1;English;NA;NA;English
african music;2524-2741;0065-4019;0;0;0;0;0;1;French;NA;NA;French
african music;2524-2741;0065-4019;0;0;0;0;0;1;NA;NA;NA;NA
african music;2524-2741;0065-4019;0;0;0;0;0;1;English;NA;NA;English
journal of medicinal plants for economic development;2616-4809;2519-559X;0;1;1;0;0;1;English;NA;NA;English
journal of new sciences;2286-5314;NA;0;0;0;0;0;1;English;NA;NA;English
afro asian journal of science and technology;2312-7465;NA;0;0;0;0;0;1;English;NA;NA;English
alhiwar almutawasiti;1112-945X;2571-9742;0;0;0;0;0;1;Multiple languages;NA;NA;Multi-Language
microbial biosystems journal;2357-0326;2357-0334;0;1;1;0;0;1;English;NA;NA;English
ghana journal of education cape coast;2579-0382;NA;0;1;1;0;0;1;English;NA;NA;English
aleph;2437-0274;2437-1076;0;1;0;0;0;1;French;NA;NA;French
aleph;2437-0274;2437-1076;0;1;0;0;0;1;NA;NA;NA;NA
aleph;2437-0274;2437-1076;0;1;0;0;0;1;Arabic;NA;NA;Arabic
akwapoly journal of communication and scientific research;2616-0773;NA;0;0;0;0;0;1;English;NA;NA;English
idosr journal of computer and applied sciences;2579-0803;NA;0;0;0;0;0;1;English;NA;NA;English
idosr journal of arts and humanities;2579-0773;NA;0;0;0;0;0;1;English;NA;NA;English
idosr journal of banking economics and social sciences;2579-082X;NA;0;0;0;0;0;1;English;NA;NA;English
imt international journal of the arts and sciences;2579-1362;NA;0;0;0;0;0;1;English;NA;NA;English
fupre journal of scientific and industrial research;2579-1184;2579-1192;0;0;0;0;0;1;English;NA;NA;English
international journal of technology and management;2518-8623;NA;0;0;0;0;0;1;English;NA;NA;English
african journal of nephrology;2306-8205;2518-4601;0;1;1;0;0;1;English;NA;NA;English
nutrition sante;2253-0983;NA;0;0;1;0;0;1;NA;NA;NA;NA
nigerian veterinary journal;0331-3026;NA;1;1;1;0;0;0;English;NA;English;English
alhikmah journal of pure and applied sciences;2488-8834;NA;0;0;0;0;0;1;English;NA;NA;English
nnamdi azikiwe university journal of international law and jurisprudence;2276-7371;NA;1;0;0;0;0;0;NA;NA;English;English
biokemistri;0795-8080;NA;0;1;1;0;0;1;English;NA;NA;English
mousaion;NA;0027-2639;0;0;0;0;0;1;Afrikaans;NA;NA;Afrikaans
mousaion;NA;0027-2639;0;0;0;0;0;1;English;NA;NA;English
journal of integrative plant biology;1672-9072;1744-7909;0;1;1;0;1;0;NA;English;NA;English
comparative and international law journal of southern africa;NA;NA;0;1;1;0;0;1;Portuguese;NA;NA;Portuguese
comparative and international law journal of southern africa;NA;NA;0;1;1;0;0;1;French;NA;NA;French
comparative and international law journal of southern africa;NA;NA;0;1;1;0;0;1;German;NA;NA;German
comparative and international law journal of southern africa;NA;NA;0;1;1;0;0;1;Afrikaans;NA;NA;Afrikaans
comparative and international law journal of southern africa;NA;NA;0;1;1;0;0;1;English;NA;NA;English
journal of literary studies;0256-4718;NA;0;1;1;0;1;1;Afrikaans;Multi-Language;NA;Multi-Language
journal of literary studies;0256-4718;NA;0;1;1;0;1;1;NA;Multi-Language;NA;Multi-Language
journal of literary studies;0256-4718;NA;0;1;1;0;1;1;English;Multi-Language;NA;Multi-Language
journal of materials and engineering structures;2170-127X;2170-127X;0;0;1;0;1;0;NA;Multi-Language;NA;Multi-Language
journal of medical and surgical research;2351-8200;NA;0;1;1;0;1;1;English;English;NA;English
journal of medicinal plants research;1996-0875;NA;0;1;1;0;1;0;English;English;NA;English
journal of new technology and materials;2170-161X;NA;0;1;1;0;1;1;English;English;NA;English
journal of northwest semitic languages;NA;0259-0131;0;0;0;0;1;1;German;Multi-Language;NA;Multi-Language
journal of northwest semitic languages;NA;0259-0131;0;0;0;0;1;1;English;Multi-Language;NA;Multi-Language
obstetrics and gynaecology forum;1029-1962;1027-9148;1;1;0;1;0;0;NA;NA;English;English
ogirisi: a new journal of african studies;1597-474X;NA;1;1;1;0;0;0;NA;NA;NA;NA
serket;1110-502X;NA;0;0;0;0;0;1;English;NA;NA;English
open veterinary journal;2218-6050;2226-4485;1;1;1;1;1;1;English;English;NA;English
orapuh journal;2644-3740;NA;1;0;0;0;0;1;English;NA;NA;English
orient journal of medicine;1115-0521;NA;1;1;1;0;0;0;English;NA;English;English
orient journal of surgical sciences;2734-3138;2971-625X;1;0;0;0;0;0;NA;NA;NA;NA
nursing research and practice;2090-1437;2090-1429;0;1;1;1;0;0;NA;NA;English;English
south african society of archivists journal;NA;NA;0;0;0;0;0;1;NA;NA;NA;NA
orion;0259-191X;2224-0004;1;1;1;0;0;1;NA;NA;NA;NA
koedoe;2071-0771;0075-6458;0;1;1;0;1;1;English;Multi-Language;NA;Multi-Language
southern african journal of demography;1682-4482;NA;0;1;1;0;0;1;English;NA;NA;English
language matters;1753-5395;1022-8195;0;1;1;0;1;1;Afrikaans;English;NA;Multi-Language
language matters;1753-5395;1022-8195;0;1;1;0;1;1;English;English;NA;English
leading brands;1818-975X;NA;0;0;0;0;0;1;English;NA;NA;English
oromia law journal;2304-8239;NA;1;0;0;0;0;0;NA;NA;English;English
oromia law journal;2304-8239;NA;1;0;0;0;0;0;NA;NA;NA;NA
oromia law journal;2304-8239;NA;1;0;0;0;0;0;NA;NA;Afaan Oromo;Afaan Oromo
oromia law journal;2304-8239;NA;1;0;0;0;0;0;NA;NA;Amharic;Amharic
interim;1684-498X;NA;0;0;0;0;0;1;English;NA;NA;English
journal of contemporary management;1815-7440;NA;0;1;1;0;0;1;English;NA;NA;English
postamble;1817-0862;NA;0;0;0;0;0;1;English;NA;NA;English
ostrich;1727-947X;0030-6525;1;1;1;0;1;1;English;English;NA;English
african journal of crosscultural psychology and sport facilitation;1119-7056;NA;0;0;0;0;0;1;English;NA;NA;English
animal production research advances;0794-4721;NA;0;1;1;0;0;1;English;NA;NA;English
african business and management research journal;2518-0312;NA;0;0;0;0;0;1;English;NA;NA;English
african journal of agriculture and environment;2518-0347;NA;0;0;0;0;0;1;English;NA;NA;English
african journal of education and human development;2518-0304;NA;0;0;0;0;0;1;English;NA;NA;English
african journal of engineering it and telecommunication research;2518-0339;NA;0;0;0;0;0;1;English;NA;NA;English
african journal of media and communication studies;2518-0320;NA;0;0;0;0;0;1;English;NA;NA;English
african journal of medicine and health sciences research;2518-0355;NA;0;0;0;0;0;1;English;NA;NA;English
pan african medical journal;1937-8688;NA;1;1;1;1;1;1;French;Multi-Language;NA;Multi-Language
pan african medical journal;1937-8688;NA;1;1;1;1;1;1;NA;Multi-Language;NA;Multi-Language
pan african medical journal;1937-8688;NA;1;1;1;1;1;1;English;Multi-Language;NA;Multi-Language
journal of ophthalmology of eastern central and southern africa;2308-6327;1994-6880;0;0;0;0;0;1;English;NA;NA;English
international journal of transformational development and research;2522-2473;NA;0;0;0;0;0;1;English;NA;NA;English
folio;2520-3681;NA;0;0;0;0;0;1;English;NA;NA;English
african journal of technical education and management;2590-9649;NA;0;0;0;0;0;1;English;NA;NA;English
ipmp journal of management science;2590-9681;NA;0;0;0;0;0;1;English;NA;NA;English
natalia;NA;0085-3674;0;0;0;0;0;1;English;NA;NA;English
nature technology;1112-9778;2437-0312;0;0;0;0;0;1;French;NA;NA;French
nature technology;1112-9778;2437-0312;0;0;0;0;0;1;NA;NA;NA;NA
nature technology;1112-9778;2437-0312;0;0;0;0;0;1;English;NA;NA;English
papers in education and development;0856-4027;2665-0746;1;0;0;0;0;0;NA;NA;English;English
african journal of governance and development;2218-5615;2616-9045;0;0;1;0;0;1;English;NA;NA;English
occupational therapy international;0966-7903;1557-0703;0;1;1;1;0;0;NA;NA;English;English
the information technologist;1597-4316;NA;0;0;1;0;0;1;English;NA;NA;English
the egyptian journal of agronematology;NA;NA;0;0;0;0;0;1;English;NA;NA;English
egyptian journal of genetics and cytology;NA;0046-161X;0;1;1;0;0;1;English;NA;NA;English
integrative journal of medical sciences;2658-8218;NA;0;1;1;0;0;1;English;NA;NA;English
ghana journal of higher education;2343-6948;NA;0;0;0;0;0;1;English;NA;NA;English
port harcourt medical journal;0795-3038;NA;1;1;1;0;0;0;NA;NA;English;English
